c_sigma,c_R,family,hs_m,record,z_rms_m,z_pct_hs,rms_3d_m,roll_deg,pitch_deg,yaw_deg,rs_applied,tau_applied,sigma_applied
0.45,68.44,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.366635,4.31335,1.6109,0.339187,0.10789,0.411417,77.3763,4.22171,0.710615
0.45,68.44,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0339868,12.5877,0.104831,0.248313,0.0878467,0.477677,1.65069,1.17236,0.193199
0.45,68.44,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0979247,6.52831,0.328884,0.227577,0.101588,0.808716,8.78484,2.04464,0.39506
0.45,68.44,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.199209,4.98023,0.748489,0.381878,0.106909,0.694639,31.8542,3.29004,0.563247
0.45,68.44,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.343742,4.04402,1.45959,0.30225,0.0923819,0.312342,62.7149,4.10091,0.748227
0.64,4.28,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0123428,4.57142,0.0272586,0.23456,0.141731,1.06403,0.150006,1.28051,0.255752
0.64,4.28,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.090078,6.0052,0.186443,0.189323,0.0999862,1.14779,0.704455,2.18038,0.519203
0.64,4.28,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.283018,7.07546,0.606007,0.375887,0.122642,0.430197,2.8477,3.58993,0.799256
0.64,4.28,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.682806,8.03301,1.46441,0.312633,0.164933,0.648288,4.83885,4.22171,1.01065
0.64,4.28,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0121016,4.48209,0.0262694,0.224491,0.151363,0.637964,0.150005,1.17236,0.274772
0.64,4.28,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0954682,6.36455,0.187277,0.210847,0.156248,0.925967,0.549373,2.04464,0.561864
0.64,4.28,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.30563,7.64076,0.616457,0.332268,0.243799,0.495134,1.99205,3.29004,0.801062
0.64,4.28,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.726332,8.54508,1.48262,0.289852,0.171449,0.296666,3.92198,4.10091,1.06414
0.64,6.05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0121836,4.51245,0.0285398,0.235127,0.140484,1.06196,0.183942,1.28051,0.255752
0.64,6.05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0766963,5.11309,0.166795,0.189216,0.097469,1.15532,0.995783,2.18038,0.519203
0.64,6.05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.237894,5.94735,0.527491,0.37619,0.11152,0.42122,4.02537,3.58993,0.799256
0.64,6.05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.571978,6.72915,1.26396,0.309241,0.142472,0.636338,6.83995,4.22171,1.01065
0.64,6.05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0120385,4.45871,0.026619,0.224757,0.151002,0.637561,0.150427,1.17236,0.274772
0.64,6.05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0804021,5.36014,0.16292,0.210332,0.154592,0.931265,0.776567,2.04464,0.561864
0.64,6.05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.255158,6.37894,0.525692,0.341135,0.208715,0.514055,2.81587,3.29004,0.801062
0.64,6.05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.608329,7.15682,1.26045,0.282347,0.152026,0.324646,5.54392,4.10091,1.06414
0.64,8.56,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0127355,4.71684,0.0322534,0.235997,0.138651,1.05901,0.260255,1.28051,0.255752
0.64,8.56,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0674591,4.49727,0.157159,0.190081,0.0948098,1.15567,1.40891,2.18038,0.519203
0.64,8.56,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.203194,5.07986,0.47286,0.378325,0.103651,0.42721,5.69541,3.58993,0.799256
0.64,8.56,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.48256,5.67717,1.11291,0.308518,0.130531,0.634651,9.67769,4.22171,1.01065
0.64,8.56,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0121333,4.49382,0.0290037,0.225419,0.149804,0.636492,0.206457,1.17236,0.274772
0.64,8.56,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0693146,4.62097,0.147833,0.210801,0.152611,0.932216,1.09875,2.04464,0.561864
0.64,8.56,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.215407,5.38518,0.458311,0.347022,0.188168,0.530675,3.98411,3.29004,0.801062
0.64,8.56,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.51297,6.03494,1.086,0.278254,0.144249,0.350487,7.84395,4.10091,1.06414
0.64,12.1,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0143553,5.31677,0.0384926,0.237062,0.136265,1.05483,0.367884,1.28051,0.255752
0.64,12.1,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0627127,4.18085,0.159063,0.191496,0.0923145,1.15307,1.99157,2.18038,0.519203
0.64,12.1,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.178982,4.47456,0.445125,0.381108,0.0983102,0.438276,8.05074,3.58993,0.799256
0.64,12.1,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.412756,4.85596,1.0149,0.309514,0.123748,0.636084,13.6799,4.22171,1.01065
0.64,12.1,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0131741,4.8793,0.0338849,0.226358,0.147777,0.633639,0.291838,1.17236,0.274772
0.64,12.1,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0623332,4.15555,0.143533,0.211908,0.150296,0.930373,1.55313,2.04464,0.561864
0.64,12.1,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.185854,4.64635,0.417132,0.35105,0.176381,0.541366,5.63174,3.29004,0.801062
0.64,12.1,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.43839,5.15753,0.963157,0.276178,0.143495,0.375811,11.0878,4.10091,1.06414
0.64,17.11,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0169989,6.29588,0.0474153,0.23825,0.133762,1.05042,0.520206,1.28051,0.255752
0.64,17.11,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0629179,4.19453,0.173903,0.193237,0.0903087,1.15011,2.81617,2.18038,0.519203
0.64,17.11,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.165646,4.14115,0.448275,0.384099,0.0951417,0.450345,11.3841,3.58993,0.799256
0.64,17.11,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.361356,4.25124,0.976478,0.311612,0.119421,0.638187,19.3441,4.22171,1.01065
0.64,17.11,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0152364,5.64312,0.0413072,0.227478,0.145251,0.62959,0.412673,1.17236,0.274772
0.64,17.11,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0597601,3.984,0.15155,0.213415,0.14784,0.927176,2.19621,2.04464,0.561864
0.64,17.11,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.166449,4.16122,0.406521,0.353989,0.169962,0.546646,7.96356,3.29004,0.801062
0.64,17.11,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.382783,4.50333,0.899485,0.275797,0.144572,0.397897,15.6787,4.10091,1.06414
0.64,24.2,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0206505,7.64833,0.0593704,0.239531,0.131287,1.04614,0.735767,1.28051,0.255752
0.64,24.2,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0684226,4.56151,0.202754,0.195229,0.0888288,1.14768,3.98313,2.18038,0.519203
0.64,24.2,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.163715,4.09287,0.486359,0.387196,0.0936313,0.462009,16.1015,3.58993,0.799256
0.64,24.2,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.328943,3.86991,1.00696,0.314377,0.116646,0.64051,27.3598,4.22171,1.01065
0.64,24.2,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0182795,6.77017,0.0515017,0.228754,0.142456,0.624891,0.583676,1.17236,0.274772
0.64,24.2,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0619842,4.13228,0.172975,0.215184,0.145555,0.92389,3.10627,2.04464,0.561864
0.64,24.2,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.157851,3.94627,0.431225,0.356382,0.166715,0.548291,11.2635,3.29004,0.801062
0.64,24.2,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.345421,4.06377,0.906649,0.276968,0.144308,0.414175,22.1757,4.10091,1.06414
0.64,34.22,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0253794,9.39976,0.0749216,0.240926,0.128842,1.04197,1.04041,1.28051,0.255752
0.64,34.22,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0791724,5.27816,0.246633,0.197461,0.0877248,1.14567,5.63235,2.18038,0.519203
0.64,34.22,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.1731,4.32751,0.562223,0.390318,0.0934233,0.472299,22.7683,3.58993,0.799256
0.64,34.22,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.317507,3.73537,1.11453,0.317592,0.114927,0.641866,38.6882,4.22171,1.01065
0.64,34.22,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0223211,8.26707,0.0649007,0.230132,0.139708,0.620343,0.825346,1.17236,0.274772
0.64,34.22,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0691414,4.60943,0.208488,0.217104,0.143823,0.92169,4.39242,2.04464,0.561864
0.64,34.22,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.160522,4.01305,0.49387,0.358651,0.165161,0.548154,15.9271,3.29004,0.801062
0.64,34.22,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.325859,3.83363,0.99453,0.279439,0.141639,0.423778,31.3575,4.10091,1.06414
0.64,48.4,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0313741,11.62,0.0949372,0.242433,0.12656,1.03824,1.47153,1.28051,0.255752
0.64,48.4,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0948651,6.32434,0.307276,0.19999,0.0867426,1.14329,7.96627,2.18038,0.519203
0.64,48.4,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.193303,4.83257,0.678754,0.39343,0.094252,0.480577,32.2029,3.58993,0.799256
0.64,48.4,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.329326,3.87442,1.30607,0.321201,0.113808,0.640526,54.7196,4.22171,1.01065
0.64,48.4,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.027483,10.1789,0.0822139,0.231653,0.136923,0.615729,1.16735,1.17236,0.274772
0.64,48.4,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0811074,5.40716,0.259277,0.219193,0.142482,0.920328,6.21254,2.04464,0.561864
0.64,48.4,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.174441,4.36103,0.595843,0.36116,0.163796,0.548881,22.5269,3.29004,0.801062
0.64,48.4,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.324969,3.82317,1.16839,0.28297,0.136774,0.426819,44.3513,4.10091,1.06414
0.64,68.44,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.038922,14.4156,0.120588,0.24404,0.124546,1.0353,2.08082,1.28051,0.255752
0.64,68.44,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.115197,7.6798,0.38724,0.202797,0.0860019,1.14111,11.2647,2.18038,0.519203
0.64,68.44,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.224733,5.61832,0.840751,0.396636,0.0958627,0.487863,45.5366,3.58993,0.799256
0.64,68.44,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.363651,4.27825,1.58817,0.325239,0.11284,0.634791,77.3763,4.22171,1.01065
0.64,68.44,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0339829,12.5863,0.104394,0.233269,0.134332,0.611625,1.65069,1.17236,0.274772
0.64,68.44,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0976169,6.50779,0.327387,0.221533,0.141095,0.918795,8.78484,2.04464,0.561864
0.64,68.44,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.199395,4.98487,0.73986,0.364117,0.161664,0.552113,31.8542,3.29004,0.801062
0.64,68.44,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.347041,4.08284,1.43231,0.287338,0.130522,0.423833,62.7149,4.10091,1.06414
0.9,4.28,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0124093,4.59605,0.0272961,0.226487,0.173309,1.13537,0.150006,1.28051,0.359651
0.9,4.28,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0914451,6.09634,0.18759,0.184036,0.133067,1.25348,0.704455,2.18038,0.730129
0.9,4.28,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.287339,7.18347,0.609613,0.353893,0.155559,0.292858,2.8477,3.58993,1.12395
0.9,4.28,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.691348,8.13351,1.47136,0.306971,0.194932,0.752721,4.83885,4.22171,1.42123
0.9,4.28,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0121793,4.51084,0.0263154,0.217664,0.177414,0.704854,0.150005,1.17236,0.386398
0.9,4.28,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.097316,6.48773,0.188914,0.208628,0.173338,0.969747,0.549373,2.04464,0.79012
0.9,4.28,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.310931,7.77326,0.620944,0.325499,0.269712,0.458527,1.99205,3.29004,1.12649
0.9,4.28,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.737167,8.67255,1.49148,0.284584,0.188682,0.357902,3.92198,4.10091,1.49645
0.9,6.05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0122232,4.52711,0.0285483,0.227052,0.172142,1.13342,0.183942,1.28051,0.359651
0.9,6.05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0776961,5.17974,0.167555,0.183725,0.133353,1.26372,0.995783,2.18038,0.730129
0.9,6.05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.241228,6.03069,0.530105,0.353033,0.151677,0.285936,4.02537,3.58993,1.12395
0.9,6.05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.578436,6.80513,1.26905,0.303127,0.174882,0.744493,6.83995,4.22171,1.42123
0.9,6.05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0121087,4.48472,0.0266549,0.217922,0.177129,0.704598,0.150427,1.17236,0.386398
0.9,6.05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0817399,5.44933,0.164054,0.208013,0.172327,0.975938,0.776567,2.04464,0.79012
0.9,6.05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.259062,6.47655,0.528871,0.334233,0.234957,0.46797,2.81587,3.29004,1.12649
0.9,6.05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.616534,7.25335,1.26701,0.276591,0.174701,0.394392,5.54392,4.10091,1.49645
0.9,8.56,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0127345,4.7165,0.0322229,0.22792,0.170372,1.13052,0.260255,1.28051,0.359651
0.9,8.56,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0681541,4.54361,0.157578,0.184484,0.131973,1.26575,1.40891,2.18038,0.730129
0.9,8.56,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.205704,5.14261,0.474523,0.35429,0.145769,0.288017,5.69541,3.58993,1.12395
0.9,8.56,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.487422,5.73438,1.11641,0.302127,0.164566,0.745118,9.67769,4.22171,1.42123
0.9,8.56,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0121603,4.50382,0.0289955,0.218585,0.176024,0.703703,0.206457,1.17236,0.386398
0.9,8.56,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0702418,4.68279,0.14855,0.208433,0.170806,0.977641,1.09875,2.04464,0.79012
0.9,8.56,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.218251,5.45627,0.460429,0.340043,0.214715,0.480153,3.98411,3.29004,1.12649
0.9,8.56,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.519244,6.10876,1.09066,0.27223,0.171116,0.426301,7.84395,4.10091,1.49645
0.9,12.1,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0143212,5.30414,0.0384309,0.22898,0.168037,1.12641,0.367884,1.28051,0.359651
0.9,12.1,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0631545,4.2103,0.159177,0.185835,0.129911,1.26413,1.99157,2.18038,0.730129
